psp_id,mp_id,family_name,given_name,title_pre,title_post,birth_date,death_date,gender,region_id,region_name_cs,region_name_en,list_id,list_abbreviation,list_name_cs,list_name_en,last_group_id,last_group_abbreviation,last_group_name_cs,last_group_name_en,last_group_since,last_group_until,since,until,current,full_term,web,street,municipality,postcode,email,phone,fax,psp_phone,facebook
1384,6204,Junek,Jiří,Mgr.,,1973-11-25,,M,589,Pardubický,Pardubice,151.0,KDU-ČSL,Křesťanská a demokratická unie - Československá strana lidová,Christian Democratic Union - Czechoslovak People's Party,1110,KDU-ČSL,Poslanecký klub Křesťanské a demokratické unie-Československé strany lidové,Political Group of the Christian and Democratic Union - Czechoslovak People's Party,2013-10-31,2017-10-26,2013-10-26,2017-10-26,False,False,,,,,,,,,
1372,5314,Hovorka,Ludvík,Ing.,,1963-06-13,,M,593,Zlínský,Zlin,151.0,KDU-ČSL,Křesťanská a demokratická unie - Československá strana lidová,Christian Democratic Union - Czechoslovak People's Party,1110,KDU-ČSL,Poslanecký klub Křesťanské a demokratické unie-Československé strany lidové,Political Group of the Christian and Democratic Union - Czechoslovak People's Party,2013-10-31,2017-10-26,2013-10-26,2017-10-26,False,False,,,,,,,,,
1322,4,Benda,Marek,,,1968-11-10,,M,581,Hlavní město Praha,Capital Prague,155.0,ODS,Občanská demokratická strana,Civic Democratic Party,1538,ODS,Poslanecký klub Občanské demokratické strany,Political group Civic Democratic Party,2021-10-12,,2013-10-26,2017-10-26,True,True,,,,,,,,,
1307,5768,Adam,Vojtěch,MUDr.,,1950-09-12,,M,591,Jihomoravský,Southern Moravia,154.0,KSCM,Komunistická strana Čech a Moravy,Communist Party of Bohemia and Moravia,1109,KSČM,Poslanecký klub Komunistické strany Čech a Moravy,Political group Communist Party of Bohemia and Moravia,2013-10-27,2017-10-26,2013-10-26,2017-10-26,False,False,,,,,,,,,
1490,5268,Vostrá,Miloslava,Ing.,,1965-05-26,,Ž,582,Středočeský,Central Bohemia,154.0,KSCM,Komunistická strana Čech a Moravy,Communist Party of Bohemia and Moravia,1293,KSČM,Poslanecký klub Komunistické strany Čech a Moravy,Political group Communist Party of Bohemia and Moravia,2017-10-24,2021-10-20,2013-10-26,2017-10-26,False,False,,,,,,,,,
1390,6208,Karamazov,Simeon,prof. Ing.,Dr.,1963-12-19,,M,589,Pardubický,Pardubice,155.0,ODS,Občanská demokratická strana,Civic Democratic Party,1106,ODS,Poslanecký klub Občanské demokratické strany,\tPolitical Group of the Civic Democratic Party,2013-10-30,2017-10-26,2013-10-26,2017-10-26,False,False,,,,,,,,,
1335,6185,Brázdil,Milan,MUDr.,,1962-11-05,,M,592,Olomoucký,Olomouc,1104.0,ANO2011,ANO2011,ANO2011,1537,ANO,Poslanecký klub ANO 2011,Political group ANO 2011,2021-10-12,,2013-10-26,2017-10-26,True,True,,,,,,,,,
1436,6228,Pěnčíková,Marie,Ing.,,1979-12-31,,Ž,593,Zlínský,Zlin,154.0,KSCM,Komunistická strana Čech a Moravy,Communist Party of Bohemia and Moravia,1293,KSČM,Poslanecký klub Komunistické strany Čech a Moravy,Political group Communist Party of Bohemia and Moravia,2018-12-04,2021-10-20,2013-10-26,2017-10-26,False,False,,,,,,,,,
1507,6246,Kott,Josef,Ing.,,1970-11-15,,M,590,Vysočina,Vysocina,1104.0,ANO2011,ANO2011,ANO2011,1537,ANO,Poslanecký klub ANO 2011,Political group ANO 2011,2021-10-12,,2013-12-03,2017-10-26,True,False,,,,,,,,,
1498,252,Zaorálek,Lubomír,PhDr.,,1956-09-06,,M,594,Moravskoslezský,Moravia-Silesia,153.0,CSSD,Česká strana sociálně demokratická,Czech Social Democratic Party,1294,ČSSD,Poslanecký klub České strany sociálně demokratické,Political group Czech Social Democratic Party,2017-10-27,2021-10-20,2013-10-26,2017-10-26,False,False,,,,,,,,,
