mp_id,dim1,dim2,dim3,příjmení,jméno,kandidátka,klub,datum
6799,29.377133324212423,16.34031483154052,-3.829742168040435,Kolář,Ondřej,Spolu,TOP09,1. pol. 2023
6800,30.109595030550505,16.24453974489671,9.225235853348018,Král,Václav,Spolu,ODS,1. pol. 2023
6801,29.118374115134365,16.05620571036668,-2.7711057323876864,Navrátil,Jiří,Spolu,KDU-ČSL,1. pol. 2023
6802,29.952430213958575,16.497454088132503,-3.1565681246166184,Svoboda,Pavel,Spolu,TOP09,1. pol. 2023
6803,29.7003811496967,16.236473204674695,-3.224218347043276,Horák,Jiří,Spolu,KDU-ČSL,1. pol. 2023
6804,28.874995552575065,15.902294655215043,-6.377039498495873,Němečková Crkvenjaš,Zdenka,Spolu,ODS,1. pol. 2023
6809,29.640057883109584,16.252512138344283,-4.364842470108486,Levko,Jarmila,Pirati+STAN,STAN,1. pol. 2023
4,32.92701516300128,17.905395695348716,10.375836967809885,Benda,Marek,Spolu,ODS,2. pol. 2023
346,33.52313892923439,18.34217621324209,10.54157176122501,Bendl,Petr,Spolu,ODS,2. pol. 2023
5226,33.62015279752569,18.236370942795276,9.830962392988344,Žáček,Pavel,Spolu,ODS,2. pol. 2023
5332,33.57454839813188,18.058710256309823,10.477345798928752,Tesařík,Antonín,Spolu,KDU-ČSL,2. pol. 2023
5379,34.311937693615924,18.68591568555566,11.561146045875129,Bauer,Jan,Spolu,ODS,2. pol. 2023
5449,33.11192424740374,17.947834085231204,9.898227577409152,Carbol,Jiří,Spolu,KDU-ČSL,2. pol. 2023
5459,-39.57604499575931,-21.478260191546237,2.9450718714020776,Fiala,Radim,Svoboda a prima demokracie - Tomio Okamura,SPD,2. pol. 2023
5477,-39.62038662018455,-21.864625360492557,0.12120467769281179,Lesenská,Vladimíra,Svoboda a prima demokracie - Tomio Okamura,SPD,2. pol. 2023
5700,33.49025359906938,18.328516309001465,10.276342671083619,Adamec,Ivan,Spolu,ODS,2. pol. 2023
5899,31.777277812053836,17.463930683504888,11.522105476043592,Bureš,Jan,Spolu,ODS,2. pol. 2023
5901,33.5154419263066,18.03536625736375,10.260882515073895,Cogan,Josef,Pirati+STAN,STAN,2. pol. 2023
5903,33.7200819098156,18.481411658866683,9.002503321915444,Černochová,Jana,Spolu,ODS,2. pol. 2023
5911,-39.19748597593844,-21.620789465822117,-0.5484027797510245,Foldyna,Jaroslav,Svoboda a prima demokracie - Tomio Okamura,SPD,2. pol. 2023
5914,31.930419159268528,17.139761374688767,10.863601530902356,Gazdík,Petr,Pirati+STAN,STAN,2. pol. 2023
5943,33.65487179448259,18.528385642625068,11.558045453379572,Langšádlová,Helena,Spolu,TOP09,2. pol. 2023
5968,33.86664441473826,18.553153382400815,9.135675880832729,Staněk,Pavel,Spolu,ODS,2. pol. 2023
5969,33.240365197575635,17.939095676480633,9.699966426772075,Stanjura,Zbyněk,Spolu,ODS,2. pol. 2023
6007,34.11242280728799,18.710207081651205,10.02138088689285,Svoboda,Bohuslav,Spolu,ODS,2. pol. 2023
6074,34.269162646579204,19.084749489473502,12.211293004075538,Fiala,Petr,Spolu,ODS,2. pol. 2023
6079,33.200116718003,17.94412878619855,9.32725735716754,Blažek,Pavel,Spolu,ODS,2. pol. 2023
6105,-39.98653244157148,-22.342008537182384,0.6320506733825526,Okamura,Tomio,Svoboda a prima demokracie - Tomio Okamura,SPD,2. pol. 2023
6138,33.31202065487152,18.25144628119087,11.556806298841936,Bělobrádek,Pavel,Spolu,KDU-ČSL,2. pol. 2023
6143,-40.09479824410583,-21.65835253256639,-15.336105506788785,Berkovec,Stanislav,ANO2011,ANO,2. pol. 2023
6147,32.59480277178772,17.811283496251225,12.626483008418887,Pekarová Adamová,Markéta,Spolu,TOP09,2. pol. 2023
6150,-38.95568071294081,-21.136717365522784,-14.82667475081768,Babiš,Andrej,ANO2011,ANO,2. pol. 2023
6154,34.01967005102528,18.660050574943824,11.572088969968705,Ženíšek,Marek,Spolu,TOP09,2. pol. 2023
6158,-40.359012761893396,-21.888887337070333,-15.50923238332537,Rais,Karel,ANO2011,ANO,2. pol. 2023
6165,-35.40085229519935,-19.251955232833463,-12.528541205990253,Vondráček,Radek,ANO2011,ANO,2. pol. 2023
6166,-34.64537969415312,-18.996193413717343,-14.607117851756266,Volný,Jan,ANO2011,ANO,2. pol. 2023
6168,-39.547143198444076,-21.392962801986037,-17.56389846045136,Válková,Helena,ANO2011,ANO,2. pol. 2023
6172,-38.64767489788449,-21.27562919458399,-15.549643702367536,Okleštěk,Ladislav,ANO2011,ANO,2. pol. 2023
6176,33.36279096861223,17.964384003154418,10.064030796037148,Nováková,Nina,Spolu,KDU-ČSL,2. pol. 2023
6177,-38.95564849837646,-20.808381724521826,-16.23335250213994,Balaštíková,Margita,ANO2011,ANO,2. pol. 2023
6178,33.37457635798633,18.20020802752564,10.336813679045244,Bartošek,Jan,Spolu,KDU-ČSL,2. pol. 2023
6179,32.744416449882515,17.712099374776702,10.142451364048162,Benešík,Ondřej,Spolu,KDU-ČSL,2. pol. 2023
6184,-39.570028226032726,-21.389819546501283,-15.701656906065812,Brabec,Richard,ANO2011,ANO,2. pol. 2023
6185,-40.476346443875784,-21.826126743308794,-15.108069121748919,Brázdil,Milan,ANO2011,ANO,2. pol. 2023
6190,-40.356666542545575,-22.2283412267104,-17.805773300283526,Faltýnek,Jaroslav,ANO2011,ANO,2. pol. 2023
6201,-39.1375488985395,-21.658424373719424,-15.638943467379324,Janulík,Miloslav,ANO2011,ANO,2. pol. 2023
6202,-40.61585037669176,-22.183558502540638,-14.460150632455475,Pokorná Jermanová,Jaroslava,ANO2011,ANO,2. pol. 2023
6205,33.61712657245812,18.709067061163022,11.371142561623703,Jurečka,Marian,Spolu,KDU-ČSL,2. pol. 2023
6207,32.7193168064767,17.550020264321777,11.828381535761642,Kaňkovský,Vít,Spolu,KDU-ČSL,2. pol. 2023
6209,-40.40951160503401,-21.969531894354173,-13.875132598328198,Kasal,David,ANO2011,ANO,2. pol. 2023
6211,-38.539896763317714,-20.537151714597883,-14.89653891884698,Kolovratník,Martin,ANO2011,ANO,2. pol. 2023
6214,33.158882646181695,18.146547280310052,10.38085297623828,Kovářová,Věra,Pirati+STAN,STAN,2. pol. 2023
6215,-39.0776766861289,-21.11172893358985,-15.887062957768944,Kubíček,Roman,ANO2011,ANO,2. pol. 2023
6216,31.82025175418815,17.372049287705348,11.326169687897782,Kučera,Michal,Spolu,TOP09,2. pol. 2023
6225,-39.564032666452746,-21.4227585542907,-15.076879363586919,Pastuchová,Jana,ANO2011,ANO,2. pol. 2023
6240,-37.00141470723018,-19.88731205209343,-16.19058769016588,Tureček,Karel,ANO2011,ANO,2. pol. 2023
6246,-40.37004559531582,-21.825054870302317,-15.238771807015127,Kott,Josef,ANO2011,ANO,2. pol. 2023
6254,-39.81877635384906,-21.476048906277136,-15.560318013325654,Adámková,Věra,ANO2011,ANO,2. pol. 2023
6292,33.862664729173076,18.339107968765,10.75743450165543,Golasowská,Pavla,Spolu,KDU-ČSL,2. pol. 2023
6409,-40.22006521344388,-21.92781997768802,-15.62665303560429,Petrtýl,František,ANO2011,ANO,2. pol. 2023
6418,32.71349923311358,17.879542148967793,11.700715596566708,Skopeček,Jan,Spolu,ODS,2. pol. 2023
6428,-39.97132588130051,-21.721206269287958,-14.773649432125968,Babišová,Andrea,ANO2011,ANO,2. pol. 2023
6430,-40.01607129983153,-22.176842720053877,-15.85776489152903,Dostálová,Klára,ANO2011,ANO,2. pol. 2023
6431,-40.29437321622435,-21.891722561964933,-12.60328015658684,Dražilová,Lenka,ANO2011,ANO,2. pol. 2023
6433,31.327720044414246,17.995587576881984,12.385371194706826,Bartoš,Ivan,Pirati+STAN,Piráti,2. pol. 2023
6435,34.07460174134634,18.87120660619316,10.99902575172958,Baxa,Martin,Spolu,ODS,2. pol. 2023
6436,32.52259461520678,17.4850496451936,11.313602417898627,Beitl,Petr,Spolu,ODS,2. pol. 2023
6437,-39.839309564438494,-21.536668538499065,-15.845461350264857,Bělica,Josef,ANO2011,ANO,2. pol. 2023
6438,33.053800868212456,17.845380385168696,11.767879701698416,Blaha,Stanislav,Spolu,ODS,2. pol. 2023
6441,-38.66811137251695,-21.47590383838294,-17.768433139826964,Bžoch,Jaroslav,ANO2011,ANO,2. pol. 2023
6445,-39.35979986278667,-22.292339282068795,8.715357278744278,Dvořák,Jaroslav,Svoboda a prima demokracie - Tomio Okamura,SPD,2. pol. 2023
6447,-39.82768966324999,-21.56387874833741,-16.09399009497239,Farhan,Kamal,ANO2011,ANO,2. pol. 2023
6448,-40.08889233165946,-21.76645118401049,-13.492864539890158,Feranec,Milan,ANO2011,ANO,2. pol. 2023
6451,-40.309460903729224,-21.826239905012468,-16.991480587513745,Fridrich,Stanislav,ANO2011,ANO,2. pol. 2023
6455,-39.27732837257798,-21.7459748042594,1.0747421084090358,Hrnčíř,Jan,Svoboda a prima demokracie - Tomio Okamura,SPD,2. pol. 2023
6457,-39.766619938191106,-21.471876077940845,-14.7888775091459,Fialová,Eva,ANO2011,ANO,2. pol. 2023
6458,-39.906880225570454,-21.5756795512687,-16.168250709735855,Jáč,Ivan,ANO2011,ANO,2. pol. 2023
6459,33.46322542460885,18.043541201140297,10.259816212902193,Janda,Jakub,Spolu,ODS,2. pol. 2023
6463,-39.4397287981934,-21.507348658126684,-17.57603742768718,Juchelka,Aleš,ANO2011,ANO,2. pol. 2023
6466,34.066107985484045,18.559944238914913,9.656006229821466,Krutáková,Jana,Pirati+STAN,STAN,2. pol. 2023
6468,-40.26890977774873,-21.710071142668475,-15.893562161666962,Malá,Taťána,ANO2011,ANO,2. pol. 2023
6469,-39.560158051601604,-22.02785445305656,0.6882011882397385,Maříková,Karla,Svoboda a prima demokracie - Tomio Okamura,SPD,2. pol. 2023
6471,-40.3989823115522,-22.10566006710034,-17.072696069263237,Mračková Vildumetzová,Jana,ANO2011,ANO,2. pol. 2023
6473,32.508383143697884,18.52132785641773,11.163436333640606,Richterová,Olga,Pirati+STAN,Piráti,2. pol. 2023
6474,-40.1429228916608,-21.78644131613055,-16.036006157173517,Ožanová,Zuzana,ANO2011,ANO,2. pol. 2023
6475,-40.47009083038429,-21.965170611767263,-16.20964173735327,Oborná,Monika,ANO2011,ANO,2. pol. 2023
6477,32.67051538379721,18.373326666036593,10.177530844109034,Michálek,Jakub,Pirati+STAN,Piráti,2. pol. 2023
6479,-39.661002671935734,-21.93162544892589,-0.57316440197624,Šafránková,Lucie,Svoboda a prima demokracie - Tomio Okamura,SPD,2. pol. 2023
6482,33.5234390799861,18.512015452639492,10.572510532293567,Válek,Vlastimil,Spolu,TOP09,2. pol. 2023
6484,-39.69868852248755,-21.61261957378705,-15.753232644539285,Štolpa,David,ANO2011,ANO,2. pol. 2023
6486,33.918880103814736,18.487934241961153,10.465804341537439,Munzar,Vojtěch,Spolu,ODS,2. pol. 2023
6487,-38.81172458048864,-21.35954725921211,-16.099997774834467,Nacher,Patrik,ANO2011,ANO,2. pol. 2023
6490,-40.86717202732105,-22.303288884458834,-16.615486788087132,Vrána,Petr,ANO2011,ANO,2. pol. 2023
6492,32.32665486524665,17.14054331400022,10.134787879545684,Vondrák,Ivo,ANO2011,Nezařaz,2. pol. 2023
6495,-40.14564871539222,-22.421192905979122,0.7359177812885037,Vích,Radovan,Svoboda a prima demokracie - Tomio Okamura,SPD,2. pol. 2023
6500,-38.87600602793542,-20.659536578508956,-13.92110529567767,Richter,Jan,ANO2011,ANO,2. pol. 2023
6503,-40.91377432110746,-22.830155773919973,-4.27762283512596,Kobza,Jiří,Svoboda a prima demokracie - Tomio Okamura,SPD,2. pol. 2023
6505,-40.36081919309154,-22.079995006289785,-17.54962697989617,Špičák,Julius,ANO2011,ANO,2. pol. 2023
6506,-40.094807424467795,-21.508982640559875,-15.956820731531714,Kohoutek,Tomáš,ANO2011,ANO,2. pol. 2023
6508,-39.386491208373094,-21.575392015400944,1.0836521081503245,Koten,Radek,Svoboda a prima demokracie - Tomio Okamura,SPD,2. pol. 2023
6509,-39.20711953148583,-21.043492516819434,-17.36918005210109,Králíček,Robert,ANO2011,ANO,2. pol. 2023
6510,33.289781662527496,17.9762709558524,10.951294044585369,Krejza,Karel,Spolu,ODS,2. pol. 2023
6511,-39.90458821385678,-21.80681729805051,-15.988927438080939,Kubík,Jan,ANO2011,ANO,2. pol. 2023
6513,32.390900054761126,17.47008074613074,12.246862054109997,Výborný,Marek,Spolu,KDU-ČSL,2. pol. 2023
6515,-40.702723274604864,-22.00663900026951,-15.642816212908524,Strýček,Jiří,ANO2011,ANO,2. pol. 2023
6518,-39.74033634778798,-21.443682161687303,-15.775681009289816,Sadovský,Petr,ANO2011,ANO,2. pol. 2023
6520,-38.5296698296873,-20.57389401241054,-16.81325499734795,Růžička,Pavel,ANO2011,ANO,2. pol. 2023
6521,-39.33041630376985,-21.669918964204296,-0.4331917489812588,Rozvoral,Radek,Svoboda a prima demokracie - Tomio Okamura,SPD,2. pol. 2023
6523,-39.82735805517653,-21.815419308516347,-15.87316669012798,Ratiborský,Michal,ANO2011,ANO,2. pol. 2023
6524,34.124543041845534,18.74986682589278,10.123622336310074,Rakušan,Vít,Pirati+STAN,STAN,2. pol. 2023
6527,-38.88416261843517,-20.827296351522264,-15.645280786952727,Pražák,David,ANO2011,ANO,2. pol. 2023
6533,-34.83823532556271,-18.531495567984642,-14.65454814895737,Novák,Marek,ANO2011,ANO,2. pol. 2023
6534,-39.49994284477408,-21.535732604527375,-15.474310090181765,Mašek,Jiří,ANO2011,ANO,2. pol. 2023
6538,33.791528532870934,18.430265473218775,9.076654257043028,Kupka,Martin,Spolu,ODS,2. pol. 2023
6544,-40.07062139280976,-21.749548680064564,-17.390342525246947,Metnar,Lubomír,ANO2011,ANO,2. pol. 2023
6545,-40.441993470461505,-21.69677478839623,-15.964975011890198,Schillerová,Alena,ANO2011,ANO,2. pol. 2023
6555,32.876120356110704,18.122630519410446,10.269588380679084,Philipp,Tom,Spolu,KDU-ČSL,2. pol. 2023
6621,-39.304903238938486,-21.497266156333932,-15.51176934180093,Havlíček,Karel,ANO2011,ANO,2. pol. 2023
6623,-39.29412813668647,-21.24405287610452,-15.408160262275826,Babka,Ondřej,ANO2011,ANO,2. pol. 2023
6687,33.672212275021174,18.507050115947354,10.90561451786305,Jakob,Jan,Spolu,TOP09,2. pol. 2023
6719,33.43040049035559,18.04944032081219,9.268663013177113,Bačíková,Jana,Spolu,ODS,2. pol. 2023
6720,32.16626259843124,17.54068777198564,10.851843667208861,Bělohlávková,Romana,Spolu,KDU-ČSL,2. pol. 2023
6721,33.53888012693014,18.4160169717056,7.64287876998071,Bělor,Roman,Pirati+STAN,STAN,2. pol. 2023
6722,32.60524336331455,17.576802120202657,9.316439950160865,Berki,Jan,Pirati+STAN,STAN,2. pol. 2023
6723,-40.352635696747676,-21.976318962218272,-16.155585115907645,Berkovcová,Jana,ANO2011,ANO,2. pol. 2023
6724,34.16670287533352,19.05048642419092,11.88382444704485,Bernard,Josef,Pirati+STAN,STAN,2. pol. 2023
6725,-39.844351391516696,-21.447426306086328,-15.885293358178517,Brož,Lubomír,ANO2011,ANO,2. pol. 2023
6726,-39.40344184632489,-21.65742589414343,0.09055378991153,Černý,Oldřich,Svoboda a prima demokracie - Tomio Okamura,SPD,2. pol. 2023
6727,33.4067420623419,18.289890570207927,9.898518646833496,Decroix,Eva,Spolu,ODS,2. pol. 2023
6728,33.85934193907136,18.277891845508176,9.936573064495994,Dubský,Tomáš,Pirati+STAN,STAN,2. pol. 2023
6729,33.61185015699213,18.07410829387354,10.662736060527687,Dufek,Aleš,Spolu,KDU-ČSL,2. pol. 2023
6730,-40.054663446801534,-21.710657014814096,-16.019510634753058,Wenzl,Lubomír,ANO2011,ANO,2. pol. 2023
6731,-39.19161819068934,-20.572436837579552,-16.209088173753685,Wenzl,Milan,ANO2011,ANO,2. pol. 2023
6732,-39.35869774112806,-21.210230888019534,-16.717258968862982,Mádlová,Ivana,ANO2011,ANO,2. pol. 2023
6733,33.472033291901084,18.04865163495896,10.229000582787771,Major,Martin,Spolu,ODS,2. pol. 2023
6734,33.15775823728386,18.203153666596467,7.738004818083329,Liška,Petr,Pirati+STAN,STAN,2. pol. 2023
6735,31.837699535681917,17.240600363007825,9.864731690218285,Kuchař,Jan,Pirati+STAN,STAN,2. pol. 2023
6736,-40.44241173787177,-21.868114601121437,-15.314959753244894,Kukla,Martin,ANO2011,ANO,2. pol. 2023
6737,33.8636283280636,18.313776089997404,10.153350689420305,Lacina,Jan,Pirati+STAN,STAN,2. pol. 2023
6738,-40.329239302075045,-21.687592326561088,-15.741267417349848,Lang,Hubert,ANO2011,ANO,2. pol. 2023
6739,33.54046511539562,18.167360681043572,10.012191339274416,Letocha,Petr,Pirati+STAN,STAN,2. pol. 2023
6740,-39.51483466883205,-21.88480703370991,1.642403011633523,Sládeček,Karel,Svoboda a prima demokracie - Tomio Okamura,SPD,2. pol. 2023
6741,33.44676659140626,18.271667464566633,10.820552819037964,Slavík,Jiří,Spolu,TOP09,2. pol. 2023
6742,33.049485378627374,17.696417772255757,9.829603302093867,Smetana,Karel,Spolu,KDU-ČSL,2. pol. 2023
6743,-40.08872937424481,-21.800342752631913,-16.22345896014801,Stržínek,Robert,ANO2011,ANO,2. pol. 2023
6744,33.376024157051255,18.12211116871442,10.564957212448324,Salvetr,Rudolf,Spolu,ODS,2. pol. 2023
6745,-39.41207283184206,-21.737817221810904,1.9220034815229374,Pošarová,Marie,Svoboda a prima demokracie - Tomio Okamura,SPD,2. pol. 2023
6746,33.607020284076896,18.250358552326116,7.035706576004512,Potůčková,Lucie,Pirati+STAN,STAN,2. pol. 2023
6747,32.9178388425926,17.653257177781928,10.961334091253544,Exner,Martin,Pirati+STAN,STAN,2. pol. 2023
6748,33.75722750618821,18.125125841768117,9.373422686686773,Fifka,Petr,Spolu,ODS,2. pol. 2023
6749,-39.85269251421571,-21.48200779409929,-16.496456818568245,Fischerová,Romana,ANO2011,ANO,2. pol. 2023
6750,31.136535611000856,16.683198164383402,10.032624590130288,Flek,Josef,Pirati+STAN,STAN,2. pol. 2023
6751,33.622683416159916,18.116152728881136,10.212166482199402,Haas,Karel,Spolu,ODS,2. pol. 2023
6752,33.73620247559293,18.281925847260528,10.533923807765598,Hájek,Martin,Pirati+STAN,STAN,2. pol. 2023
6753,-41.08331052079961,-22.65988081355457,-15.02359946436452,Hanzlíková,Jana,ANO2011,ANO,2. pol. 2023
6754,32.682446676937,17.75788472341281,11.861943333644861,Havel,Matěj Ondřej,Spolu,TOP09,2. pol. 2023
6755,33.566773277560664,18.266328087362847,10.81747142072262,Havránek,Jiří,Spolu,ODS,2. pol. 2023
6756,-40.11678864087389,-21.662917346012712,-15.627479537860621,Helebrant,Tomáš,ANO2011,ANO,2. pol. 2023
6757,32.64032631539873,17.555773612803584,10.649674062248511,Heller,Šimon,Spolu,KDU-ČSL,2. pol. 2023
6758,-40.19850037869087,-21.641291298333037,-16.21397514396827,Hendrych,Igor,ANO2011,ANO,2. pol. 2023
6759,33.374037874273164,17.972178474630105,10.12597472973187,Hofmann,Jan,Spolu,ODS,2. pol. 2023
6761,33.73211255038112,18.272970446267717,8.825084717025113,Quittová,Petra,Pirati+STAN,STAN,2. pol. 2023
6762,33.98221739842038,18.56934571950954,10.501587898512737,Pivoňka Vaňková,Pavla,Pirati+STAN,STAN,2. pol. 2023
6763,33.960144766569755,18.461913481375042,11.408316155435948,Šebelová,Michaela,Pirati+STAN,STAN,2. pol. 2023
6764,32.87045388263402,18.005485480798914,10.448563530794623,Jílková,Marie,Spolu,KDU-ČSL,2. pol. 2023
6765,33.977463626003896,18.65665784322031,11.07349198042117,Kašník,Pavel,Spolu,ODS,2. pol. 2023
6766,32.84954349594541,17.904081221303983,9.949420189839946,Olšáková,Eliška,Pirati+STAN,STAN,2. pol. 2023
6767,33.7858307013063,18.25729683906984,9.201692751375468,Opltová,Michaela,Pirati+STAN,STAN,2. pol. 2023
6768,33.35718799191154,18.320684688964796,10.297066091443746,Nový,Miloš,Spolu,TOP09,2. pol. 2023
6769,33.74053547905415,18.473058801093494,10.993951213347167,Okamura,Hayato,Spolu,KDU-ČSL,2. pol. 2023
6770,-39.98258861486111,-21.246117354089215,-17.071865980614675,Oulehlová,Renata,ANO2011,ANO,2. pol. 2023
6771,33.3920121955902,18.069598584865474,9.767464577047134,Naiclerová,Hana,Pirati+STAN,STAN,2. pol. 2023
6772,33.69290877469927,18.132720836099008,10.42513471266956,Müller,Tomáš,Pirati+STAN,STAN,2. pol. 2023
6773,-39.51739531907024,-21.719043984164742,1.692894625909313,Kettner,Zdeněk,Svoboda a prima demokracie - Tomio Okamura,SPD,2. pol. 2023
6774,32.83807381243194,17.85737060416302,11.001468975391386,Klíma,Pavel,Spolu,TOP09,2. pol. 2023
6775,-40.06116158375842,-21.6392874020318,-16.488050762124907,Knechtová,Lenka,ANO2011,ANO,2. pol. 2023
6776,32.480849710410595,18.469163249484843,10.855926030168929,Kocmanová,Klára,Pirati+STAN,Piráti,2. pol. 2023
6777,32.67573340292948,17.73864104065692,11.379478919018533,Kohajda,Michael,Spolu,KDU-ČSL,2. pol. 2023
6778,33.54494823960587,18.38400792937117,10.39260940080119,Ochodnická,Martina,Spolu,TOP09,2. pol. 2023
6779,33.6823080051503,18.383320675434152,9.86994616954759,Lochman,Ondřej,Pirati+STAN,STAN,2. pol. 2023
6780,-39.44630086693062,-21.236153429075962,-14.31777125705696,Peštová,Berenika,ANO2011,ANO,2. pol. 2023
6781,33.13417769368934,17.893734944644198,10.25477339156452,Rataj,Michael,Pirati+STAN,STAN,2. pol. 2023
6782,-40.16838433585908,-21.71282641795753,-16.39490414929266,Ryba,Drahoslav,ANO2011,ANO,2. pol. 2023
6783,-38.80420796554088,-21.45797076363393,-0.21308229480045995,Síla,Jan,Svoboda a prima demokracie - Tomio Okamura,SPD,2. pol. 2023
6784,32.50020499207782,17.658511635470383,8.90841965079043,Šimek,David,Spolu,KDU-ČSL,2. pol. 2023
6785,-39.405395628989744,-21.667170630545595,-0.3381677050178592,Štefanová,Iveta,Svoboda a prima demokracie - Tomio Okamura,SPD,2. pol. 2023
6786,33.7126286624519,18.20680403756384,10.79512227497405,Teleky,Róbert,Spolu,KDU-ČSL,2. pol. 2023
6787,33.40132726323577,17.974944708532963,10.190648365663765,Turek,Libor,Spolu,ODS,2. pol. 2023
6788,33.283702134318986,17.907144586963316,9.205591669061539,Urbanová,Barbora,Pirati+STAN,STAN,2. pol. 2023
6789,33.72507611757666,18.35394251690392,10.124847879118889,Vlček,Lukáš,Pirati+STAN,STAN,2. pol. 2023
6790,33.56003801224348,18.058407640564216,10.321121758566417,Voborská,Milada,Pirati+STAN,STAN,2. pol. 2023
6791,33.894217920508474,18.455833649522063,10.465667251998086,Vojtko,Viktor,Pirati+STAN,STAN,2. pol. 2023
6792,33.34992022266599,17.639759951377396,10.85018232427378,Vomáčka,Vít,Spolu,ODS,2. pol. 2023
6793,33.1954254116817,17.9929295891698,10.118638096470882,Zajíčková,Renáta,Spolu,ODS,2. pol. 2023
6794,33.04109823318061,17.79831889622117,10.761978411754692,Zborovský,Miroslav,Spolu,KDU-ČSL,2. pol. 2023
6795,-40.236323749971326,-22.33287820647857,2.4101677670126667,Zlínský,Vladimír,Svoboda a prima demokracie - Tomio Okamura,SPD,2. pol. 2023
6796,33.50178132641043,18.39325335757374,10.144372127939816,Zuna,Michal,Spolu,TOP09,2. pol. 2023
6797,33.488117599249335,18.187377560071813,10.058377673977008,Balaš,Vladimír,Pirati+STAN,STAN,2. pol. 2023
6798,33.944364774712334,18.441607944205984,9.455803607517643,Hájek,Jiří,Pirati+STAN,STAN,2. pol. 2023
6799,33.307852135628174,18.354071383440658,10.110086477272253,Kolář,Ondřej,Spolu,TOP09,2. pol. 2023
6800,32.30129577661677,17.33594278761802,11.812535383866337,Král,Václav,Spolu,ODS,2. pol. 2023
6801,33.461583901756214,17.9146116585622,10.810791801539137,Navrátil,Jiří,Spolu,KDU-ČSL,2. pol. 2023
6802,33.558374788563036,18.500676678344043,11.344866638195372,Svoboda,Pavel,Spolu,TOP09,2. pol. 2023
6803,32.802602323642894,17.833541626025763,12.684685990386656,Horák,Jiří,Spolu,KDU-ČSL,2. pol. 2023
6804,32.172070565611016,17.453343291750443,12.747620945652056,Němečková Crkvenjaš,Zdenka,Spolu,ODS,2. pol. 2023
6809,33.69860059938138,18.178747771090052,10.121731344380704,Levko,Jarmila,Pirati+STAN,STAN,2. pol. 2023
4,28.73237908348262,14.198884973154282,6.625501955147448,Benda,Marek,Spolu,ODS,1. pol. 2024
346,29.554166672588977,14.57839821034184,6.647708161491751,Bendl,Petr,Spolu,ODS,1. pol. 2024
5226,31.213235094385883,15.823352057490526,8.385078635942362,Žáček,Pavel,Spolu,ODS,1. pol. 2024
5332,29.90749700089095,14.939072873651574,6.409544828766532,Tesařík,Antonín,Spolu,KDU-ČSL,1. pol. 2024
5379,29.48214152853665,14.285970356576769,8.213284965445219,Bauer,Jan,Spolu,ODS,1. pol. 2024
5449,29.619021687746972,14.524045332882382,7.201137537375109,Carbol,Jiří,Spolu,KDU-ČSL,1. pol. 2024
5459,-35.05598550729788,-18.689305905328105,11.471435455356131,Fiala,Radim,Svoboda a prima demokracie - Tomio Okamura,SPD,1. pol. 2024
5477,-34.51286140465648,-18.242195680601437,10.396231662388994,Lesenská,Vladimíra,Svoboda a prima demokracie - Tomio Okamura,SPD,1. pol. 2024
5700,30.474914037243828,15.45280624286785,8.839402872474423,Adamec,Ivan,Spolu,ODS,1. pol. 2024
5899,26.974268856596165,13.545335778703869,8.136250150212986,Bureš,Jan,Spolu,ODS,1. pol. 2024
5901,30.621784275246235,15.959075946124807,4.257266457964987,Cogan,Josef,Pirati+STAN,STAN,1. pol. 2024
5903,30.84141723394674,16.214237185416334,5.843596664981847,Černochová,Jana,Spolu,ODS,1. pol. 2024
5911,-34.138989818775805,-17.26227382217718,8.75211217625596,Foldyna,Jaroslav,Svoboda a prima demokracie - Tomio Okamura,SPD,1. pol. 2024
5914,30.09930551318188,16.210488525592886,6.944191182305755,Gazdík,Petr,Pirati+STAN,STAN,1. pol. 2024
5943,29.567747902149318,15.141838515897858,4.625367027797004,Langšádlová,Helena,Spolu,TOP09,1. pol. 2024
5968,28.96937342269056,14.933273981190764,6.215454738677901,Staněk,Pavel,Spolu,ODS,1. pol. 2024
5969,30.595698294068136,15.278272304292445,5.60421734007061,Stanjura,Zbyněk,Spolu,ODS,1. pol. 2024
6007,29.496845132656208,13.792427132094046,7.6617521603958,Svoboda,Bohuslav,Spolu,ODS,1. pol. 2024
6074,30.781133988816762,16.15215895598907,6.421264246758881,Fiala,Petr,Spolu,ODS,1. pol. 2024
6079,27.353766862815956,12.211847427680496,8.310317004015873,Blažek,Pavel,Spolu,ODS,1. pol. 2024
6105,-34.21244691811542,-18.170693765553658,13.744317105921747,Okamura,Tomio,Svoboda a prima demokracie - Tomio Okamura,SPD,1. pol. 2024
6138,29.12798103979851,14.792083621743728,4.145861061429206,Bělobrádek,Pavel,Spolu,KDU-ČSL,1. pol. 2024
6143,-35.83200523345417,-18.390604319717838,-12.061585649101799,Berkovec,Stanislav,ANO2011,ANO,1. pol. 2024
6147,30.928438857164423,16.328113421897363,4.744727404785122,Pekarová Adamová,Markéta,Spolu,TOP09,1. pol. 2024
6150,-24.712653779409425,-12.17443196848519,-11.837795320365824,Babiš,Andrej,ANO2011,ANO,1. pol. 2024
6154,29.081977006108836,14.641937177388488,3.584038420505619,Ženíšek,Marek,Spolu,TOP09,1. pol. 2024
6158,-35.971795261857125,-18.09247364414983,-10.535026511438728,Rais,Karel,ANO2011,ANO,1. pol. 2024
