psp_id,mp_id,family_name,given_name,title_pre,title_post,birth_date,death_date,gender,region_id,region_name_cs,region_name_en,list_id,list_abbreviation,list_name_cs,list_name_en,last_group_id,last_group_abbreviation,last_group_name_cs,last_group_name_en,last_group_since,last_group_until,since,until,current,full_term,web,street,municipality,postcode,email,phone,fax,psp_phone,facebook
1158,5927,Jalowiczor,Petr,,,1973-11-15,2012-02-07,M,594,Moravskoslezský,Moravia-Silesia,153.0,CSSD,Česká strana sociálně demokratická,Czech Social Democratic Party,863,ČSSD,Poslanecký klub České strany sociálně demokratické,\tPolitical group Czech Social Democratic Party,2010-06-04,2012-02-07,2010-05-29,2012-02-07,False,False,,,,,,,,,
1198,111,Nečas,Petr,RNDr.,,1964-11-19,,M,593,Zlínský,Zlin,155.0,ODS,Občanská demokratická strana,Civic Democratic Party,864,ODS,Poslanecký klub Občanské demokratické strany,Political group Civic Democratic Party,2010-05-30,2013-08-28,2010-05-29,2013-08-28,False,False,,,,,,,,,
1162,5929,Jeništa,Luděk,Mgr.,,1961-08-08,,M,582,Středočeský,Central Bohemia,948.0,TOP09,TOP 09,TOP 09,865,TOP09-S,Poslanecký klub TOP 09 a Starostové,Political group TOP 09 a Starostové,2010-06-10,2012-10-20,2010-05-29,2012-10-20,False,False,,,,,,,,,
1170,68,Klučka,Václav,Ing.,,1953-07-20,,M,594,Moravskoslezský,Moravia-Silesia,153.0,CSSD,Česká strana sociálně demokratická,Czech Social Democratic Party,1107,ČSSD,Poslanecký klub České strany sociálně demokratické,Political group Czech Social Democratic Party,2013-10-29,2017-10-26,2010-05-29,2013-08-28,False,False,,,,,,,,,
1205,5991,Novotný,Josef,PaedDr.,,1952-12-14,,M,585,Karlovarský,Karlovy Vary,153.0,CSSD,Česká strana sociálně demokratická,Czech Social Democratic Party,1107,ČSSD,Poslanecký klub České strany sociálně demokratické,Political group Czech Social Democratic Party,2013-10-29,2017-10-26,2010-05-29,2013-08-28,False,False,,,,,,,,,
1294,6095,Holeček,Petr,,,1957-05-21,,M,582,Středočeský,Central Bohemia,948.0,TOP09,TOP 09,TOP 09,865,TOP09-S,Poslanecký klub TOP 09 a Starostové,Political group TOP 09 a Starostové,2012-10-20,2013-08-28,2012-10-20,2013-08-28,False,False,,,,,,,,,
1272,5981,Vandas,Jaroslav,Ing.,,1951-03-17,,M,582,Středočeský,Central Bohemia,153.0,CSSD,Česká strana sociálně demokratická,Czech Social Democratic Party,863,ČSSD,Poslanecký klub České strany sociálně demokratické,\tPolitical group Czech Social Democratic Party,2010-06-04,2013-08-28,2010-05-29,2013-08-28,False,False,,,,,,,,,
1178,5940,Kostřica,Rom,prof. MUDr.,CSc.,1949-03-13,,M,591,Jihomoravský,Southern Moravia,948.0,TOP09,TOP 09,TOP 09,1112,TOP09-S,Poslanecký klub TOP 09 a Starostové,Political group TOP 09 a Starostové,2013-10-31,2017-10-26,2010-05-29,2013-08-28,False,False,,,,,,,,,
1131,5910,Florián,Jan,,,1975-01-07,,M,581,Hlavní město Praha,Capital Prague,155.0,ODS,Občanská demokratická strana,Civic Democratic Party,1065,Nezařaz,Nezařazení,\tUnclassified Deputies,2013-08-08,2013-08-28,2010-05-29,2013-08-28,False,False,,,,,,,,,
1141,5462,Hamáček,Jan,,,1978-11-04,,M,582,Středočeský,Central Bohemia,153.0,CSSD,Česká strana sociálně demokratická,Czech Social Democratic Party,1294,ČSSD,Poslanecký klub České strany sociálně demokratické,Political group Czech Social Democratic Party,2017-10-27,2021-10-20,2010-05-29,2013-08-28,False,False,,,,,,,,,
1275,5520,Vilímec,Vladislav,Ing.,,1963-07-05,,M,584,Plzeňský,Plzen,155.0,ODS,Občanská demokratická strana,Civic Democratic Party,1106,ODS,Poslanecký klub Občanské demokratické strany,\tPolitical Group of the Civic Democratic Party,2014-06-20,2017-10-26,2010-05-29,2013-08-28,False,False,,,,,,,,,
1262,5859,Šulc,Jiří,Ing.,,1958-06-24,,M,586,Ústecký,Usti nad Labem,155.0,ODS,Občanská demokratická strana,Civic Democratic Party,864,ODS,Poslanecký klub Občanské demokratické strany,Political group Civic Democratic Party,2010-05-30,2013-08-28,2010-05-29,2013-08-28,False,False,,,,,,,,,
